3.3;3.29839;0.0120879;0.0128938;0
3.3;3.29919;0.0161172;0.0169231;0
3.3;3.29919;0.0169231;0.0169231;0
3.3;3.29919;0.0161172;0.0169231;0
3.3;3.29839;0.0161172;0.0169231;0
3.3;3.29839;0.0169231;0.0177289;0
3.3;3.29839;0.0169231;0.0177289;0
3.3;3.29839;0.0177289;0.0177289;0
3.3;3.29919;0.0185348;0.0177289;0
3.3;3.29839;0.0177289;0.0177289;0
3.3;3.29919;0.0169231;0.0185348;0
3.3;3.29919;0.0185348;0.0177289;0
3.3;3.29839;0.0169231;0.0177289;0
3.3;3.29919;0.0185348;0.0185348;0
3.3;3.29839;0.0177289;0.0185348;0
3.3;3.3;0.0177289;0.0177289;0
3.3;3.29839;0.0169231;0.0161172;0
3.3;3.29678;0.0169231;0.0177289;0
3.3;3.29919;0.0185348;0.0177289;0
3.3;3.29919;0.0185348;0.0177289;0
3.3;3.29839;0.0185348;0.0177289;0
3.3;3.3;0.0177289;0.0177289;0
3.3;3.29839;0.0185348;0.0177289;0
3.3;3.29839;0.0185348;0.0177289;0
3.3;3.29678;0.0177289;0.0185348;0
3.3;3.3;0.0185348;0.0185348;0
3.3;3.29839;0.0185348;0.0177289;0
3.3;3.29678;0.0177289;0.0177289;0
3.3;3.3;0.0177289;0.0185348;0
3.3;3.3;0.0177289;0.0185348;0
3.3;3.29839;0.0169231;0.0185348;0
3.3;3.3;0.0169231;0.0169231;0
3.3;3.29678;0.0169231;0.0169231;0
3.3;3.29678;0.0185348;0.0177289;0
3.3;3.3;0.0185348;0.0193407;0
3.3;3.29839;0.0177289;0.0193407;0
3.3;3.29839;0.0185348;0.0185348;0
3.3;3.3;0.0177289;0.0177289;0
3.3;3.3;0.0193407;0.0177289;0
3.3;3.3;0.0185348;0.0177289;0
3.3;3.29919;0.0177289;0.0185348;0
3.3;3.3;0.0185348;0.0185348;0
3.3;3.29919;0.0169231;0.0177289;0
3.3;3.25568;0.0185348;0.0185348;0
3.3;3.29516;0.0177289;0.0185348;0
3.3;3.3;0.0185348;0.0177289;0
3.3;3.3;0.0185348;0.0169231;0
3.3;3.3;0.0177289;0.0177289;0
3.3;3.29355;0.0153114;0.0161172;0
3.3;3.29758;0.0169231;0.0185348;0
3.3;3.27502;0.0177289;0.0169231;0
3.3;3.29839;0.0169231;0.0193407;0
3.3;3.29839;0.0185348;0.0185348;0
3.3;3.3;0.0169231;0.0161172;0
3.3;3.29678;0.0169231;0.0169231;0
3.3;3.29839;0.0177289;0.0169231;0
3.3;3.29839;0.0169231;0.0177289;0
3.3;3.29678;0.0169231;0.0177289;0
3.3;3.3;0.0169231;0.0169231;0
3.3;3.29839;0.0169231;0.0169231;0
3.3;3.29839;0.0177289;0.0169231;0
3.3;3.29919;0.0177289;0.0169231;0
3.3;3.3;0.0177289;0.0169231;0
3.3;3.29919;0.0161172;0.0169231;0
3.3;3.29839;0.0161172;0.0161172;0
3.3;3.3;0.0169231;0.0169231;0
3.3;3.29678;0.0169231;0.0153114;0
3.3;3.29839;0.0169231;0.0161172;0
3.3;3.29839;0.0177289;0.0177289;0
3.3;3.29919;0.0161172;0.0169231;0
3.3;3.29919;0.0161172;0.0169231;0
